"prodcodeid"	"dmdid"	"termfromemis"	"productname"	"formulation"	"routeofadministration"	"drugsubstancename"	"substancestrength"	"bnfchapter"
"4148941000033117"	"11494311000001100"	"cetuximab 100mg/20ml solution for infusion vials"	"cetuximab 100mg/20ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"cetuximab"	"5.000mg/1.000ml"	"08010500"
"4149041000033114"	"11494411000001107"	"cetuximab 500mg/100ml solution for infusion vials"	"cetuximab 500mg/100ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"cetuximab"	"5.000mg/1.000ml"	"08010500"
"4164341000033119"	"11762011000001101"	"abatacept 250mg powder for solution for infusion vials"	"abatacept 250mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"abatacept"	"250.000mg"	"10010300"
"4164441000033113"	"11753911000001100"	"orencia 250mg powder for concentrate for solution for infusion vials (bristol-myers squibb pharmaceuticals ltd)"	"orencia 250mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"abatacept"	"250.000mg"	NA
"4213141000033119"	"36071511000001107"	"eculizumab 300mg/30ml solution for infusion vials"	"eculizumab 300mg/30ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"eculizumab"	"10.000mg/1.000ml"	"09010300"
"4213241000033114"	"11812511000001108"	"soliris 300mg/30ml concentrate for solution for infusion vials (alexion pharma uk ltd)"	"soliris 300mg/30ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"eculizumab"	"10.000mg/1.000ml"	NA
"4429341000033113"	"36025311000001103"	"panitumumab 100mg/5ml solution for infusion vials"	"panitumumab 100mg/5ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"panitumumab"	"20.000mg/1.000ml"	"08010500"
"4507541000033111"	"41766811000001105"	"nilotinib 200mg capsules"	"nilotinib 200mg capsules"	"Capsule/ Oral capsule"	"Oral"	"nilotinib hydrochloride monohydrate"	"200.000mg"	"08010500"
"4507641000033112"	"13599311000001102"	"tasigna 200mg capsules (novartis pharmaceuticals uk ltd)"	"tasigna 200mg capsules"	"Capsule/ Oral capsule"	"Oral"	"nilotinib hydrochloride monohydrate"	"200.000mg"	NA
"4803041000033114"	"35915411000001108"	"temsirolimus 30mg/1.2ml solution for infusion vials and diluent"	"temsirolimus 30mg/1.2ml solution for infusion vials and diluent"	"Solution for infusion"	"Intravenous"	"temsirolimus"	"25.000mg/1.000ml"	"08010500"
"4806041000033116"	"14696711000001104"	"panitumumab 400mg/20ml solution for infusion vials"	"panitumumab 400mg/20ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"panitumumab"	"20.000mg/1.000ml"	"08010500"
"4892941000033118"	"15410411000001101"	"dasatinib 100mg tablets"	"dasatinib 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"dasatinib monohydrate"	"100.000mg"	"08010500"
"4937241000033111"	"15125511000001103"	"ustekinumab 45mg/0.5ml solution for injection vials"	"ustekinumab 45mg/0.5ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"ustekinumab"	"90.000mg/1.000ml"	"13050300"
"4937341000033118"	"15117011000001105"	"stelara 45mg/0.5ml solution for injection vials (janssen-cilag ltd)"	"stelara 45mg/0.5ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"ustekinumab"	"90.000mg/1.000ml"	NA
"5292541000033110"	"41763711000001109"	"everolimus 5mg tablets"	"everolimus 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"5.000mg"	"08010500"
"5292641000033111"	"41763411000001103"	"everolimus 10mg tablets"	"everolimus 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"10.000mg"	"08010500"
"5292841000033112"	"16056111000001107"	"afinitor 10mg tablets (novartis pharmaceuticals uk ltd)"	"afinitor 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"10.000mg"	NA
"5293341000033111"	"15987111000001107"	"etanercept 50mg/1ml solution for injection pre-filled disposable devices"	"etanercept 50mg/1ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	"10010300"
"5293541000033116"	"15980311000001108"	"enbrel 50mg/1ml solution for injection pre-filled myclic pens (pfizer ltd)"	"enbrel 50mg/1ml solution for injection pre-filled myclic pens"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	NA
"5317941000033110"	"16101911000001101"	"tocilizumab 200mg/10ml solution for infusion vials"	"tocilizumab 200mg/10ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"tocilizumab"	"20.000mg/1.000ml"	"10010300"
"5318041000033113"	"16102011000001108"	"tocilizumab 400mg/20ml solution for infusion vials"	"tocilizumab 400mg/20ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"tocilizumab"	"20.000mg/1.000ml"	"10010300"
"5318141000033112"	"16102111000001109"	"tocilizumab 80mg/4ml solution for infusion vials"	"tocilizumab 80mg/4ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"tocilizumab"	"20.000mg/1.000ml"	"10010300"
"5318241000033117"	"16099411000001100"	"roactemra 80mg/4ml concentrate for solution for infusion vials (roche products ltd)"	"roactemra 80mg/4ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"tocilizumab"	"20.000mg/1.000ml"	NA
"5318341000033110"	"16099711000001106"	"roactemra 400mg/20ml concentrate for solution for infusion vials (roche products ltd)"	"roactemra 400mg/20ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"tocilizumab"	"20.000mg/1.000ml"	NA
"5318441000033116"	"16099111000001105"	"roactemra 200mg/10ml concentrate for solution for infusion vials (roche products ltd)"	"roactemra 200mg/10ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"tocilizumab"	"20.000mg/1.000ml"	NA
"5325241000033117"	"17316011000001102"	"cimzia 200mg/1ml solution for injection pre-filled syringes (ucb pharma ltd)"	"cimzia 200mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"certolizumab pegol"	"200.000mg/1.000ml"	NA
"5401941000033113"	"16592911000001100"	"canakinumab 150mg powder for solution for injection vials"	"canakinumab 150mg powder for solution for injection vials"	"Powder for solution for injection"	"Subcutaneous"	"canakinumab"	"150.000mg"	"08020400"
"5641741000033116"	"17190711000001109"	"ofatumumab 100mg/5ml solution for infusion vials"	"ofatumumab 100mg/5ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"ofatumumab"	"20.000mg/1.000ml"	NA
"5706041000033114"	"17484011000001100"	"ustekinumab 45mg/0.5ml solution for injection pre-filled syringes"	"ustekinumab 45mg/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"ustekinumab"	"90.000mg/1.000ml"	"13050300"
"5706141000033113"	"17462711000001106"	"stelara 45mg/0.5ml solution for injection pre-filled syringes (janssen-cilag ltd)"	"stelara 45mg/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"ustekinumab"	"90.000mg/1.000ml"	NA
"5989541000033118"	"18035511000001101"	"simponi 50mg/0.5ml solution for injection pre-filled syringes (merck sharp & dohme (uk) ltd)"	"simponi 50mg/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"golimumab"	"100.000mg/1.000ml"	NA
"5989641000033117"	"18035811000001103"	"simponi 50mg/0.5ml solution for injection pre-filled pens (merck sharp & dohme (uk) ltd)"	"simponi 50mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"golimumab"	"100.000mg/1.000ml"	NA
"6067941000033113"	"18468211000001109"	"nilotinib 150mg capsules"	"nilotinib 150mg capsules"	"Capsule/ Oral capsule"	"Oral"	"nilotinib hydrochloride monohydrate"	"150.000mg"	"08010500"
"6068041000033111"	"18448611000001103"	"tasigna 150mg capsules (novartis pharmaceuticals uk ltd)"	"tasigna 150mg capsules"	"Capsule/ Oral capsule"	"Oral"	"nilotinib hydrochloride monohydrate"	"150.000mg"	NA
"6113641000033117"	"18470311000001105"	"dasatinib 140mg tablets"	"dasatinib 140mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"dasatinib monohydrate"	"140.000mg"	"08010500"
"6113741000033114"	"18470411000001103"	"dasatinib 80mg tablets"	"dasatinib 80mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"dasatinib monohydrate"	"80.000mg"	"08010500"
"6138341000033114"	"18748011000001104"	"fingolimod 500microgram capsules"	"fingolimod 500microgram capsules"	"Capsule/ Oral capsule"	"Oral"	"fingolimod hydrochloride"	"500.000microgram"	"08020400"
"6138441000033115"	"18741011000001105"	"gilenya 0.5mg capsules (novartis pharmaceuticals uk ltd)"	"gilenya 0.5mg capsules"	"Capsule/ Oral capsule"	"Oral"	"fingolimod hydrochloride"	"500.000microgram"	NA
"6361641000033114"	"19265711000001106"	"ofatumumab 1g/50ml solution for infusion vials"	"ofatumumab 1g/50ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"ofatumumab"	"20.000mg/1.000ml"	NA
"6428441000033119"	"19448511000001100"	"ipilimumab 200mg/40ml solution for infusion vials"	"ipilimumab 200mg/40ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"ipilimumab"	"5.000mg/1.000ml"	"08010500"
"6428541000033118"	"19448611000001101"	"ipilimumab 50mg/10ml solution for infusion vials"	"ipilimumab 50mg/10ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"ipilimumab"	"5.000mg/1.000ml"	"08010500"
"6430641000033116"	"19464711000001108"	"belatacept 250mg powder for solution for infusion vials"	"belatacept 250mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"belatacept"	"250.000mg"	"08020200"
"6445041000033116"	"19482011000001103"	"belimumab 120mg powder for solution for infusion vials"	"belimumab 120mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"belimumab"	"120.000mg"	"10010300"
"6445141000033117"	"19482111000001102"	"belimumab 400mg powder for solution for infusion vials"	"belimumab 400mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"belimumab"	"400.000mg"	"10010300"
"6445241000033112"	"19480611000001109"	"benlysta 120mg powder for concentrate for solution for infusion vials (glaxosmithkline uk ltd)"	"benlysta 120mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"belimumab"	"120.000mg"	NA
"6445441000033113"	"19480311000001104"	"benlysta 400mg powder for concentrate for solution for infusion vials (glaxosmithkline uk ltd)"	"benlysta 400mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"belimumab"	"400.000mg"	NA
"6467741000033115"	"19697711000001100"	"adalimumab 40mg/0.8ml solution for injection vials"	"adalimumab 40mg/0.8ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	"10010300"
"6467841000033113"	"19687311000001100"	"humira 40mg/0.8ml solution for injection vials (abbvie ltd)"	"humira 40mg/0.8ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	NA
"6470841000033117"	"19744011000001106"	"everolimus 2.5mg tablets"	"everolimus 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"2.500mg"	"08010500"
"6515841000033111"	"19946811000001101"	"etanercept 10mg powder and solvent for solution for injection vials"	"etanercept 10mg powder and solvent for solution for injection vials"	"Powder and solvent for solution for injection"	"Subcutaneous"	"etanercept"	"10.000mg"	"10010300"
"6515941000033115"	"19921411000001107"	"enbrel paediatric 10mg powder and solvent for solution for injection vials (pfizer ltd)"	"enbrel paediatric 10mg powder and solvent for solution for injection vials"	"Powder and solvent for solution for injection"	"Subcutaneous"	"etanercept"	"10.000mg"	NA
"8197141000033111"	"21572311000001106"	"brentuximab vedotin 50mg powder for solution for infusion vials"	"brentuximab vedotin 50mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"brentuximab vedotin"	"50.000mg"	"08010500"
"8233841000033117"	"21704711000001107"	"abatacept 125mg/1ml solution for injection pre-filled syringes"	"abatacept 125mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"abatacept"	"125.000mg/1.000ml"	"10010300"
"8233941000033113"	"21699611000001106"	"orencia 125mg/1ml solution for injection pre-filled syringes (bristol-myers squibb pharmaceuticals ltd)"	"orencia 125mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"abatacept"	"125.000mg/1.000ml"	NA
"8273841000033115"	"22154811000001103"	"pertuzumab 420mg/14ml solution for infusion vials"	"pertuzumab 420mg/14ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"pertuzumab"	"30.000mg/1.000ml"	"08010500"
"8273941000033111"	"22135211000001104"	"perjeta 420mg/14ml concentrate for solution for infusion vials (roche products ltd)"	"perjeta 420mg/14ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"pertuzumab"	"30.000mg/1.000ml"	NA
"8298941000033110"	"17315811000001100"	"certolizumab pegol 200mg/1ml solution for injection pre-filled syringes"	"certolizumab pegol 200mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"certolizumab pegol"	"200.000mg/1.000ml"	"10010300"
"8299341000033116"	"22219211000001109"	"aflibercept 100mg/4ml solution for infusion vials"	"aflibercept 100mg/4ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"aflibercept"	"25.000mg/1.000ml"	NA
"8299441000033110"	"22219611000001106"	"aflibercept 200mg/8ml solution for infusion vials"	"aflibercept 200mg/8ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"aflibercept"	"25.000mg/1.000ml"	NA
"8618741000033114"	"23204911000001105"	"trastuzumab 600mg/5ml solution for injection vials"	"trastuzumab 600mg/5ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"trastuzumab"	"120.000mg/1.000ml"	"08010500"
"8618841000033116"	"23157311000001105"	"herceptin 600mg/5ml solution for injection vials (roche products ltd)"	"herceptin 600mg/5ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"trastuzumab"	"120.000mg/1.000ml"	NA
"9069241000033119"	"23982811000001109"	"simponi 100mg/1ml solution for injection pre-filled pens (merck sharp & dohme (uk) ltd)"	"simponi 100mg/1ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"golimumab"	"100.000mg/1.000ml"	NA
"9074941000033117"	"23985411000001104"	"trastuzumab emtansine 100mg powder for solution for infusion vials"	"trastuzumab emtansine 100mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"trastuzumab emtansine"	"100.000mg"	"08010500"
"9075041000033117"	"23985511000001100"	"trastuzumab emtansine 160mg powder for solution for infusion vials"	"trastuzumab emtansine 160mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"trastuzumab emtansine"	"160.000mg"	"08010500"
"9076041000033114"	"23964811000001100"	"kadcyla 100mg powder for concentrate for solution for infusion vials (roche products ltd)"	"kadcyla 100mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"trastuzumab emtansine"	"100.000mg"	NA
"9076141000033113"	"23965111000001106"	"kadcyla 160mg powder for concentrate for solution for infusion vials (roche products ltd)"	"kadcyla 160mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"trastuzumab emtansine"	"160.000mg"	NA
"9118141000033112"	"24104211000001101"	"afinitor 2.5mg tablets (novartis pharmaceuticals uk ltd)"	"afinitor 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"2.500mg"	NA
"9216641000033116"	"24565711000001104"	"alemtuzumab 12mg/1.2ml solution for infusion vials"	"alemtuzumab 12mg/1.2ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"alemtuzumab"	"10.000mg/1.000ml"	"08020300"
"9216741000033113"	"24561811000001109"	"lemtrada 12mg/1.2ml concentrate for solution for infusion vials (sanofi)"	"lemtrada 12mg/1.2ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"alemtuzumab"	"10.000mg/1.000ml"	NA
"9301041000033111"	"24856511000001109"	"rituximab 1.4g/11.7ml solution for injection vials"	"rituximab 1.4g/11.7ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"rituximab"	"119.660mg/1.000ml"	"08020300"
"9301141000033110"	"24780211000001103"	"mabthera 1400mg/11.7ml solution for injection vials (roche products ltd)"	"mabthera 1400mg/11.7ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"rituximab"	"119.660mg/1.000ml"	NA
"9301241000033115"	"24670211000001102"	"vedolizumab 300mg powder for solution for infusion vials"	"vedolizumab 300mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"vedolizumab"	"300.000mg"	"01050300"
"9301441000033119"	"24657811000001100"	"entyvio 300mg powder for concentrate for solution for infusion vials (takeda uk ltd)"	"entyvio 300mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"vedolizumab"	"300.000mg"	NA
"9301541000033118"	"24856911000001102"	"tocilizumab 162mg/0.9ml solution for injection pre-filled syringes"	"tocilizumab 162mg/0.9ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"tocilizumab"	"180.000mg/1.000ml"	"10010300"
"9301741000033114"	"24780811000001102"	"roactemra 162mg/0.9ml solution for injection pre-filled syringes (roche products ltd)"	"roactemra 162mg/0.9ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"tocilizumab"	"180.000mg/1.000ml"	NA
"9406441000033117"	"25503511000001103"	"obinutuzumab 1g/40ml solution for infusion vials"	"obinutuzumab 1g/40ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"obinutuzumab"	"25.000mg/1.000ml"	"08020300"
"9406741000033112"	"25444111000001106"	"gazyvaro 1000mg/40ml concentrate for solution for infusion vials (roche products ltd)"	"gazyvaro 1000mg/40ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"obinutuzumab"	"25.000mg/1.000ml"	NA
"9703541000033118"	"27947111000001102"	"idelalisib 150mg tablets"	"idelalisib 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"idelalisib"	"150.000mg"	"08010500"
"9703741000033114"	"27946711000001104"	"idelalisib 100mg tablets"	"idelalisib 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"idelalisib"	"100.000mg"	"08010500"
"9703941000033112"	"34718311000001109"	"zydelig 150mg tablets (gilead sciences ltd)"	"zydelig 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"idelalisib"	"150.000mg"	NA
"10211941000033118"	"28789211000001106"	"apremilast 30mg tablets"	"apremilast 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"apremilast"	"30.000mg"	"10010300"
"10212041000033112"	"28770611000001108"	"otezla 30mg tablets (amgen ltd)"	"otezla 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"apremilast"	"30.000mg"	NA
"10212241000033116"	"28771711000001107"	"otezla tablets treatment initiation pack (amgen ltd)"	"otezla tablets treatment initiation pack"	"Not applicable"	NA	NA	NA	NA
"10213341000033118"	"28803711000001103"	"remsima 100mg powder for concentrate for solution for infusion vials (celltrion healthcare uk ltd)"	"remsima 100mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"infliximab"	"100.000mg"	NA
"10229141000033111"	"28943211000001105"	"inflectra 100mg powder for concentrate for solution for infusion vials (pfizer ltd)"	"inflectra 100mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"infliximab"	"100.000mg"	NA
"10266941000033113"	"29212711000001102"	"secukinumab 150mg/1ml solution for injection pre-filled syringes"	"secukinumab 150mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"secukinumab"	"150.000mg/1.000ml"	"10010300"
"10267041000033114"	"34871211000001100"	"cosentyx 150mg/1ml solution for injection pre-filled syringes (novartis pharmaceuticals uk ltd)"	"cosentyx 150mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"secukinumab"	"150.000mg/1.000ml"	NA
"10267641000033115"	"29211611000001100"	"secukinumab 150mg/1ml solution for injection pre-filled disposable devices"	"secukinumab 150mg/1ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"secukinumab"	"150.000mg/1.000ml"	"10010300"
"10267741000033112"	"29212511000001107"	"cosentyx 150mg/1ml solution for injection pre-filled pens (novartis pharmaceuticals uk ltd)"	"cosentyx 150mg/1ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"secukinumab"	"150.000mg/1.000ml"	NA
"10334241000033111"	"41763611000001100"	"everolimus 500microgram tablets"	"everolimus 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"500.000microgram"	"08010500"
"10334441000033112"	"41763511000001104"	"everolimus 250microgram tablets"	"everolimus 250microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"250.000microgram"	"08010500"
"10334541000033113"	"41763811000001101"	"everolimus 750microgram tablets"	"everolimus 750microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"750.000microgram"	"08010500"
"10334641000033114"	"29699211000001100"	"certican 0.25mg tablets (novartis pharmaceuticals uk ltd)"	"certican 0.25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"250.000microgram"	NA
"10334741000033117"	"29699711000001107"	"certican 0.5mg tablets (novartis pharmaceuticals uk ltd)"	"certican 0.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"500.000microgram"	NA
"10334841000033110"	"29699411000001101"	"certican 0.75mg tablets (novartis pharmaceuticals uk ltd)"	"certican 0.75mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"everolimus"	"750.000microgram"	NA
"10358641000033117"	"29767011000001106"	"abatacept 125mg/1ml solution for injection pre-filled disposable devices"	"abatacept 125mg/1ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"abatacept"	"125.000mg/1.000ml"	"10010300"
"10358741000033114"	"29747111000001101"	"orencia clickject 125mg/1ml solution for injection pre-filled pens (bristol-myers squibb pharmaceuticals ltd)"	"orencia clickject 125mg/1ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"abatacept"	"125.000mg/1.000ml"	NA
"10491741000033118"	"29889111000001100"	"nivolumab 100mg/10ml solution for infusion vials"	"nivolumab 100mg/10ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"nivolumab"	"10.000mg/1.000ml"	"08020400"
"10491841000033111"	"29889211000001106"	"nivolumab 40mg/4ml solution for infusion vials"	"nivolumab 40mg/4ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"nivolumab"	"10.000mg/1.000ml"	"08020400"
"10491941000033115"	"29887611000001103"	"opdivo 100mg/10ml concentrate for solution for infusion vials (bristol-myers squibb pharmaceuticals ltd)"	"opdivo 100mg/10ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"nivolumab"	"10.000mg/1.000ml"	NA
"10599341000033111"	"30033011000001108"	"pembrolizumab 50mg powder for solution for infusion vials"	"pembrolizumab 50mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"pembrolizumab"	"50.000mg"	"08010500"
"10599441000033117"	"30005511000001109"	"keytruda 50mg powder for concentrate for solution for infusion vials (organon pharma (uk) ltd)"	"keytruda 50mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"pembrolizumab"	"50.000mg"	NA
"10644841000033118"	"30920411000001100"	"ustekinumab 90mg/1ml solution for injection pre-filled syringes"	"ustekinumab 90mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"ustekinumab"	"90.000mg/1.000ml"	"13050300"
"10644941000033114"	"30816311000001105"	"stelara 90mg/1ml solution for injection pre-filled syringes (janssen-cilag ltd)"	"stelara 90mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"ustekinumab"	"90.000mg/1.000ml"	NA
"11242141000033114"	"32230111000001103"	"benepali 50mg/1ml solution for injection pre-filled pens (biogen idec ltd)"	"benepali 50mg/1ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	NA
"11242241000033119"	"32227111000001100"	"benepali 50mg/1ml solution for injection pre-filled syringes (biogen idec ltd)"	"benepali 50mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	NA
"11667041000033118"	"32817311000001104"	"ixekizumab 80mg/1ml solution for injection pre-filled syringes"	"ixekizumab 80mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"ixekizumab"	"80.000mg/1.000ml"	"13050300"
"11667141000033119"	"32816911000001101"	"ixekizumab 80mg/1ml solution for injection pre-filled disposable devices"	"ixekizumab 80mg/1ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"ixekizumab"	"80.000mg/1.000ml"	"13050300"
"11667241000033114"	"32813611000001101"	"taltz 80mg/1ml solution for injection pre-filled syringes (eli lilly and company ltd)"	"taltz 80mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"ixekizumab"	"80.000mg/1.000ml"	NA
"11667341000033116"	"32813911000001107"	"taltz 80mg/1ml solution for injection pre-filled pens (eli lilly and company ltd)"	"taltz 80mg/1ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"ixekizumab"	"80.000mg/1.000ml"	NA
"11692941000033118"	"32888211000001108"	"adalimumab 40mg/0.4ml solution for injection pre-filled syringes"	"adalimumab 40mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	"10010300"
"11693041000033111"	"32888111000001102"	"adalimumab 40mg/0.4ml solution for injection pre-filled disposable devices"	"adalimumab 40mg/0.4ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	"10010300"
"11693141000033110"	"32882011000001101"	"humira 40mg/0.4ml solution for injection pre-filled syringes (abbvie ltd)"	"humira 40mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	NA
"11693241000033115"	"32881711000001106"	"humira 40mg/0.4ml solution for injection pre-filled pens (abbvie ltd)"	"humira 40mg/0.4ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	NA
"11749341000033114"	"33087411000001104"	"flixabi 100mg powder for concentrate for solution for infusion vials (biogen idec ltd)"	"flixabi 100mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"infliximab"	"100.000mg"	NA
"11780941000033112"	"33523711000001105"	"certolizumab pegol 200mg/1ml solution for injection pre-filled disposable devices"	"certolizumab pegol 200mg/1ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"certolizumab pegol"	"200.000mg/1.000ml"	"10010300"
"11781041000033119"	"33511811000001109"	"cimzia 200mg/1ml solution for injection pre-filled pens (ucb pharma ltd)"	"cimzia 200mg/1ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"certolizumab pegol"	"200.000mg/1.000ml"	NA
"11898541000033118"	"33749811000001102"	"ustekinumab 130mg/26ml solution for infusion vials"	"ustekinumab 130mg/26ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"ustekinumab"	"5.000mg/1.000ml"	"01050300"
